Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Large,Outlet_Medium,Outlet_Small
NCL30,12.86,0,0.049,0,125.9336,5,37,1,2,3,6501.8699,0.0,1.0,0.0
NCR06,12.5,0,0.007,0,41.7112,8,25,2,0,1,383.5008,0.0,0.0,1.0
FDX03,15.85,1,0.061,0,45.6744,7,20,2,1,1,633.8416,0.0,0.0,1.0
FDR32,6.78,1,0.066,0,227.4694,8,25,2,0,1,3197.1716,0.0,0.0,1.0
FDX04,19.6,1,0.042,1,47.6376,6,18,2,1,1,335.5632,0.0,0.0,1.0
DRH01,17.5,0,0.098,2,171.7738,2,15,2,1,1,2432.8332,0.0,0.0,1.0
FDO57,20.75,0,0.109,1,160.9578,7,20,2,1,1,1444.1202,0.0,0.0,1.0
FDD11,12.86,0,0.03,0,254.704,5,37,1,2,3,3036.048,0.0,1.0,0.0
DRM47,9.3,0,0.073,2,189.1846,0,24,2,2,0,382.1692,0.0,0.0,1.0
NCC54,17.75,0,0.098,2,242.4196,6,18,2,1,1,5543.4508,0.0,0.0,1.0
FDC45,17.0,0,0.136,0,171.5106,9,23,1,0,1,1539.9954,0.0,1.0,0.0
FDW46,12.86,1,0.123,1,63.6484,4,37,2,0,0,65.2484,0.0,0.0,1.0
FDP40,4.55,1,0.034,1,110.1544,1,35,0,2,1,1230.3984,1.0,0.0,0.0
FDM08,10.1,1,0.09,0,225.5088,0,24,2,2,0,1342.2528,0.0,0.0,1.0
FDV52,20.7,1,0.122,1,119.7466,9,23,1,0,1,2003.3922,0.0,1.0,0.0
DRB24,8.79,0,0.021,2,153.0656,7,20,2,1,1,4170.5712,0.0,0.0,1.0
NCC54,17.75,0,0.164,2,239.3196,0,24,2,2,0,723.0588,0.0,0.0,1.0
FDV38,12.86,0,0.178,0,54.9956,4,37,2,0,0,109.1912,0.0,0.0,1.0
FDB36,5.46,1,0.049,0,129.2626,7,20,2,1,1,1311.626,0.0,0.0,1.0
DRH51,12.86,0,0.17,0,89.5856,4,37,2,0,0,175.7712,0.0,0.0,1.0
FDV45,12.86,0,0.045,1,187.4556,5,37,1,2,3,6501.8699,0.0,1.0,0.0
NCL29,12.86,0,0.113,2,156.9604,5,37,1,2,3,1584.604,0.0,1.0,0.0
FDU14,17.75,0,0.058,0,249.575,0,24,2,2,0,499.35,0.0,0.0,1.0
FDH17,16.2,1,0.017,1,97.4726,6,18,2,1,1,1174.4712,0.0,0.0,1.0
FDQ15,20.35,1,0.151,0,79.2276,6,18,2,1,1,649.8208,0.0,0.0,1.0
FDZ44,8.19,0,0.039,0,115.4808,2,15,2,1,1,820.2656,0.0,0.0,1.0
FDM32,20.5,0,0.021,0,88.183,3,13,1,2,2,719.064,0.0,1.0,0.0
NCP29,8.42,0,0.112,2,64.3168,6,18,2,1,1,703.0848,0.0,0.0,1.0
FDG53,10.0,0,0.046,1,141.818,2,15,2,1,1,838.908,0.0,0.0,1.0
FDT25,7.5,0,0.051,1,122.4072,3,13,1,2,2,2572.6512,0.0,1.0,0.0
FDM39,12.86,0,0.053,0,177.6002,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDW35,10.6,0,0.011,0,43.8454,7,20,2,1,1,671.1264,0.0,0.0,1.0
FDD10,20.6,1,0.077,1,177.2344,0,24,2,2,0,892.172,0.0,0.0,1.0
FDH08,12.86,0,0.017,0,230.801,5,37,1,2,3,5283.123,0.0,1.0,0.0
DRG37,16.2,0,0.019,2,153.9972,3,13,1,2,2,1246.3776,0.0,1.0,0.0
FDU01,20.25,1,0.012,1,183.5924,2,15,2,1,1,2406.2012,0.0,0.0,1.0
NCZ17,12.15,0,0.08,2,36.6506,3,13,1,2,2,493.3578,0.0,1.0,0.0
FDU34,12.86,0,0.075,1,125.9046,5,37,1,2,3,4482.1656,0.0,1.0,0.0
FDB16,8.21,0,0.045,0,88.5198,6,18,2,1,1,1133.8574,0.0,0.0,1.0
FDG10,6.63,1,0.018,1,57.7588,0,24,2,2,0,57.2588,0.0,0.0,1.0
FDH46,6.93,1,0.041,1,101.8332,1,35,0,2,1,2255.7304,1.0,0.0,0.0
FDC16,12.86,1,0.02,0,88.254,5,37,1,2,3,2510.066,0.0,1.0,0.0
FDH50,15.0,1,0.161,1,185.8266,6,18,2,1,1,1844.266,0.0,0.0,1.0
NCZ18,7.83,0,0.186,0,255.4698,8,25,2,0,1,5073.396,0.0,0.0,1.0
FDJ32,10.7,0,0.058,0,61.4536,8,25,2,0,1,428.7752,0.0,0.0,1.0
DRI23,18.85,0,0.066,2,162.0578,6,18,2,1,1,3209.156,0.0,0.0,1.0
DRD01,12.1,1,0.061,2,53.2614,9,23,1,0,1,386.8298,0.0,1.0,0.0
FDY02,8.95,1,0.088,0,261.091,7,20,2,1,1,3418.883,0.0,0.0,1.0
FDG38,8.97,1,0.053,1,86.6224,9,23,1,0,1,1704.448,0.0,1.0,0.0
NCG30,20.2,0,0.112,0,124.4046,9,23,1,0,1,1120.5414,0.0,1.0,0.0
FDO31,6.76,1,0.029,0,80.696,3,13,1,2,2,559.272,0.0,1.0,0.0
NCU42,9.0,0,0.02,0,168.1474,7,20,2,1,1,4211.185,0.0,0.0,1.0
NCG30,20.2,0,0.113,0,123.1046,7,20,2,1,1,1120.5414,0.0,0.0,1.0
NCA30,19.0,0,0.066,0,189.1872,8,25,2,0,1,567.2616,0.0,0.0,1.0
FDF29,15.1,1,0.02,1,129.431,1,35,0,2,1,3505.437,1.0,0.0,0.0
FDI14,14.1,0,0.09,1,142.7496,9,23,1,0,1,3528.74,0.0,1.0,0.0
FDY57,20.2,1,0.121,1,94.9752,9,23,1,0,1,1342.2528,0.0,1.0,0.0
FDT27,12.86,1,0.069,0,232.9616,5,37,1,2,3,3515.424,0.0,1.0,0.0
FDM46,12.86,0,0.159,1,92.712,5,37,1,2,3,3635.268,0.0,1.0,0.0
NCD30,12.86,0,0.066,0,98.1726,5,37,1,2,3,978.726,0.0,1.0,0.0
FDJ15,12.86,1,0.023,0,183.3608,5,37,1,2,3,6064.1064,0.0,1.0,0.0
NCW05,20.25,0,0.148,2,108.8938,7,20,2,1,1,3644.5892,0.0,0.0,1.0
FDT13,14.85,0,0.066,1,187.7214,0,24,2,2,0,188.4214,0.0,0.0,1.0
NCP06,20.7,0,0.066,0,149.7366,0,24,2,2,0,151.1366,0.0,0.0,1.0
FDP03,5.15,1,0.061,0,122.1388,7,20,2,1,1,2352.9372,0.0,0.0,1.0
NCM30,12.86,0,0.118,0,43.2796,4,37,2,0,0,41.2796,0.0,0.0,1.0
FDK20,12.6,1,0.042,0,124.3072,1,35,0,2,1,5022.7952,1.0,0.0,0.0
FDX01,10.1,0,0.024,1,114.915,9,23,1,0,1,2796.36,0.0,1.0,0.0
FDV57,15.25,1,0.066,1,179.666,2,15,2,1,1,6471.576,0.0,0.0,1.0
FDY34,10.5,1,0.011,1,167.1842,7,20,2,1,1,2984.1156,0.0,0.0,1.0
FDP37,12.86,0,0.251,0,126.9994,4,37,2,0,0,385.4982,0.0,0.0,1.0
FDP22,14.65,1,0.099,1,52.8666,6,18,2,1,1,461.3994,0.0,0.0,1.0
FDS25,6.88,1,0.14,1,108.7228,8,25,2,0,1,2542.0244,0.0,0.0,1.0
NCY18,7.29,0,0.031,0,176.0054,3,13,1,2,2,2626.581,0.0,1.0,0.0
FDO08,11.1,1,0.054,0,165.1526,1,35,0,2,1,1480.0734,1.0,0.0,0.0
NCI43,12.86,0,0.026,0,48.6376,5,37,1,2,3,1677.816,0.0,1.0,0.0
FDH16,10.5,0,0.053,1,89.683,8,25,2,0,1,988.713,0.0,0.0,1.0
NCZ05,12.86,0,0.102,2,104.699,4,37,2,0,0,103.199,0.0,0.0,1.0
DRE49,20.75,0,0.021,2,151.9024,7,20,2,1,1,2732.4432,0.0,0.0,1.0
FDO09,12.86,1,0.125,1,261.091,5,37,1,2,3,5522.811,0.0,1.0,0.0
FDA08,11.85,1,0.05,0,164.6526,1,35,0,2,1,2137.8838,1.0,0.0,0.0
NCD55,14.0,0,0.024,0,41.1454,2,15,2,1,1,503.3448,0.0,0.0,1.0
NCR50,20.2,0,0.012,0,154.634,1,35,0,2,1,4287.752,1.0,0.0,0.0
NCC06,19.0,0,0.027,0,127.0336,9,23,1,0,1,3962.8416,0.0,1.0,0.0
FDC34,16.0,1,0.173,1,154.5972,1,35,0,2,1,1869.5664,1.0,0.0,0.0
FDQ49,12.86,1,0.069,0,155.563,4,37,2,0,0,469.389,0.0,0.0,1.0
FDS60,20.85,0,0.032,0,181.666,1,35,0,2,1,1438.128,1.0,0.0,0.0
FDP10,19.0,0,0.128,1,107.6622,1,35,0,2,1,1270.3464,1.0,0.0,0.0
FDW46,13.0,1,0.07,1,64.3484,6,18,2,1,1,2218.4456,0.0,0.0,1.0
FDG53,10.0,0,0.077,1,141.618,0,24,2,2,0,139.818,0.0,0.0,1.0
FDP57,17.5,0,0.052,1,103.999,6,18,2,1,1,1857.582,0.0,0.0,1.0
NCP43,12.86,0,0.053,2,181.766,4,37,2,0,0,179.766,0.0,0.0,1.0
FDW49,19.5,0,0.083,1,180.2002,2,15,2,1,1,5193.9058,0.0,0.0,1.0
FDA28,16.1,1,0.08,1,124.2362,0,24,2,2,0,377.5086,0.0,0.0,1.0
NCS42,8.6,0,0.069,0,91.2146,6,18,2,1,1,2554.0088,0.0,0.0,1.0
FDP21,12.86,1,0.026,1,188.1872,5,37,1,2,3,6239.8776,0.0,1.0,0.0
DRJ39,20.25,0,0.036,0,220.1482,8,25,2,0,1,3066.6748,0.0,0.0,1.0
FDH12,9.6,0,0.085,0,105.028,2,15,2,1,1,2556.672,0.0,0.0,1.0
FDQ13,11.1,0,0.011,1,83.0908,9,23,1,0,1,1593.9252,0.0,1.0,0.0
NCQ06,13.0,0,0.042,0,254.7014,3,13,1,2,2,5100.028,0.0,1.0,0.0
FDL40,12.86,0,0.012,1,94.741,5,37,1,2,3,1641.197,0.0,1.0,0.0
NCE54,20.7,0,0.066,0,74.3354,3,13,1,2,2,1880.885,0.0,1.0,0.0
FDL58,5.78,1,0.124,1,262.3568,0,24,2,2,0,790.9704,0.0,0.0,1.0
FDW38,5.33,1,0.139,0,53.0298,3,13,1,2,2,377.5086,0.0,1.0,0.0
FDD17,7.5,0,0.033,1,238.1906,1,35,0,2,1,3327.6684,1.0,0.0,0.0
FDK25,11.6,1,0.157,0,166.6474,9,23,1,0,1,4211.185,0.0,1.0,0.0
FDR22,12.86,1,0.018,1,109.9544,5,37,1,2,3,5257.1568,0.0,1.0,0.0
FDU35,6.44,0,0.066,0,99.87,7,20,2,1,1,1498.05,0.0,0.0,1.0
FDR35,12.5,0,0.021,0,198.9742,7,20,2,1,1,995.371,0.0,0.0,1.0
NCZ18,7.83,0,0.187,0,253.5698,3,13,1,2,2,3805.047,0.0,1.0,0.0
FDF22,6.87,0,0.095,1,212.3218,0,24,2,2,0,427.4436,0.0,0.0,1.0
FDD17,7.5,0,0.033,1,238.7906,7,20,2,1,1,4040.7402,0.0,0.0,1.0
DRD37,9.8,0,0.014,2,45.206,8,25,2,0,1,1211.756,0.0,0.0,1.0
FDC08,19.0,1,0.103,0,225.472,8,25,2,0,1,3169.208,0.0,0.0,1.0
FDU57,8.27,1,0.09,1,150.8708,8,25,2,0,1,2407.5328,0.0,0.0,1.0
FDZ58,17.85,0,0.052,1,121.8072,9,23,1,0,1,2450.144,0.0,1.0,0.0
FDY01,11.8,1,0.17,1,116.4834,6,18,2,1,1,1958.1178,0.0,0.0,1.0
FDG09,20.6,1,0.048,0,187.1556,3,13,1,2,2,4693.89,0.0,1.0,0.0
NCE54,20.7,0,0.027,0,73.9354,8,25,2,0,1,677.1186,0.0,0.0,1.0
FDB34,15.25,0,0.027,1,87.0198,7,20,2,1,1,2442.1544,0.0,0.0,1.0
FDT24,12.35,1,0.066,0,76.2328,8,25,2,0,1,1544.656,0.0,0.0,1.0
FDZ08,12.5,1,0.11,0,83.0592,1,35,0,2,1,743.0328,1.0,0.0,0.0
NCI54,15.2,0,0.034,0,108.9912,9,23,1,0,1,1965.4416,0.0,1.0,0.0
FDU34,18.25,0,0.075,1,122.6046,9,23,1,0,1,2988.1104,0.0,1.0,0.0
FDP23,6.71,0,0.066,0,218.9166,1,35,0,2,1,2394.8826,1.0,0.0,0.0
NCV29,12.86,0,0.04,2,176.7686,4,37,2,0,0,888.843,0.0,0.0,1.0
FDG10,12.86,1,0.011,1,57.2588,5,37,1,2,3,801.6232,0.0,1.0,0.0
FDZ56,12.86,0,0.045,0,167.5474,4,37,2,0,0,1010.6844,0.0,0.0,1.0
NCL41,12.35,0,0.042,2,36.3216,6,18,2,1,1,276.9728,0.0,0.0,1.0
FDM39,6.42,0,0.053,0,178.7002,1,35,0,2,1,4477.505,1.0,0.0,0.0
NCZ54,14.65,0,0.083,0,161.3552,9,23,1,0,1,6501.8699,0.0,1.0,0.0
FDT59,13.65,0,0.066,0,229.4668,9,23,1,0,1,4837.7028,0.0,1.0,0.0
FDV20,20.2,1,0.06,0,128.3678,3,13,1,2,2,1398.8458,0.0,1.0,0.0
NCE43,12.5,0,0.104,0,172.2448,2,15,2,1,1,1874.8928,0.0,0.0,1.0
FDP15,12.86,0,0.084,0,255.433,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDO16,5.48,0,0.015,1,82.225,3,13,1,2,2,2247.075,0.0,1.0,0.0
NCP41,12.86,0,0.028,2,109.4596,4,37,2,0,0,647.1576,0.0,0.0,1.0
DRD01,12.1,1,0.061,2,56.2614,7,20,2,1,1,552.614,0.0,0.0,1.0
FDM56,16.7,0,0.071,0,107.9912,2,15,2,1,1,1419.4856,0.0,0.0,1.0
FDS22,16.85,1,0.023,1,45.9428,7,20,2,1,1,307.5996,0.0,0.0,1.0
FDX20,7.37,0,0.043,0,227.072,9,23,1,0,1,4074.696,0.0,1.0,0.0
FDE34,9.2,0,0.109,1,183.6634,2,15,2,1,1,2362.9242,0.0,0.0,1.0
FDV50,14.3,0,0.123,0,122.373,8,25,2,0,1,985.384,0.0,0.0,1.0
NCU17,5.32,0,0.093,2,101.2674,2,15,2,1,1,2241.0828,0.0,0.0,1.0
NCP53,12.86,0,0.033,2,235.6906,5,37,1,2,3,5704.5744,0.0,1.0,0.0
FDW09,13.65,1,0.043,1,80.2302,0,24,2,2,0,79.2302,0.0,0.0,1.0
FDW55,12.6,1,0.022,0,248.6092,8,25,2,0,1,3237.1196,0.0,0.0,1.0
NCE31,12.86,0,0.184,0,33.6216,5,37,1,2,3,934.7832,0.0,1.0,0.0
FDO49,10.6,1,0.033,0,49.7008,8,25,2,0,1,961.4152,0.0,0.0,1.0
FDH34,12.86,0,0.054,1,184.6582,4,37,2,0,0,185.7582,0.0,0.0,1.0
FDJ38,8.6,1,0.04,1,188.553,1,35,0,2,1,3795.06,1.0,0.0,0.0
FDG32,19.85,0,0.176,0,224.0772,8,25,2,0,1,1556.6404,0.0,0.0,1.0
DRQ35,9.3,0,0.043,2,125.5388,2,15,2,1,1,2848.2924,0.0,0.0,1.0
FDK25,12.86,1,0.275,0,167.8474,4,37,2,0,0,336.8948,0.0,0.0,1.0
FDD58,7.76,0,0.06,1,99.67,3,13,1,2,2,1897.53,0.0,1.0,0.0
FDB15,10.89,0,0.137,0,265.2568,6,18,2,1,1,4218.5088,0.0,0.0,1.0
DRF60,10.8,0,0.066,2,238.1564,3,13,1,2,2,5243.8408,0.0,1.0,0.0
FDH04,12.86,1,0.02,1,91.0488,4,37,2,0,0,271.6464,0.0,0.0,1.0
FDM04,9.2,1,0.047,1,52.8666,9,23,1,0,1,1384.1982,0.0,1.0,0.0
FDO58,19.6,0,0.04,1,166.0526,9,23,1,0,1,3124.5994,0.0,1.0,0.0
FDQ24,15.7,0,0.074,0,253.3724,2,15,2,1,1,6501.8699,0.0,0.0,1.0
DRP35,18.85,0,0.091,2,127.4336,7,20,2,1,1,894.8352,0.0,0.0,1.0
DRI47,14.7,0,0.021,2,144.5128,1,35,0,2,1,3307.6944,1.0,0.0,0.0
FDF35,15.0,0,0.154,0,108.5938,1,35,0,2,1,1393.5194,1.0,0.0,0.0
FDP31,21.1,1,0.162,0,65.0168,8,25,2,0,1,639.168,0.0,0.0,1.0
FDQ52,17.0,0,0.12,1,248.3434,3,13,1,2,2,6208.585,0.0,1.0,0.0
FDM12,16.7,1,0.07,0,188.6214,6,18,2,1,1,565.2642,0.0,0.0,1.0
NCS42,8.6,0,0.069,0,92.5146,8,25,2,0,1,2006.7212,0.0,0.0,1.0
FDO31,6.76,1,0.029,0,79.296,2,15,2,1,1,1118.544,0.0,0.0,1.0
FDU19,8.77,1,0.047,0,173.9422,8,25,2,0,1,3103.9596,0.0,0.0,1.0
NCE19,12.86,0,0.093,0,53.4956,5,37,1,2,3,2129.2284,0.0,1.0,0.0
FDR16,5.84,1,0.105,1,213.2218,6,18,2,1,1,6501.8699,0.0,0.0,1.0
FDF56,16.7,1,0.12,0,181.9976,7,20,2,1,1,5432.928,0.0,0.0,1.0
DRJ59,11.65,0,0.032,2,38.8164,0,24,2,2,0,77.2328,0.0,0.0,1.0
FDH16,12.86,0,0.052,1,88.283,5,37,1,2,3,2157.192,0.0,1.0,0.0
FDI28,14.3,0,0.026,1,78.3302,9,23,1,0,1,1267.6832,0.0,1.0,0.0
FDC58,12.86,0,0.066,1,45.7428,5,37,1,2,3,615.1992,0.0,1.0,0.0
FDU13,8.36,0,0.188,1,148.0418,8,25,2,0,1,1471.418,0.0,0.0,1.0
FDX58,13.15,0,0.044,1,183.095,8,25,2,0,1,1830.95,0.0,0.0,1.0
FDU16,19.25,1,0.066,1,82.5908,7,20,2,1,1,922.7988,0.0,0.0,1.0
FDX35,5.04,1,0.08,0,228.2036,7,20,2,1,1,2504.7396,0.0,0.0,1.0
FDL21,15.85,1,0.007,1,41.048,8,25,2,0,1,798.96,0.0,0.0,1.0
DRM37,15.35,0,0.096,2,197.3768,1,35,0,2,1,3350.3056,1.0,0.0,0.0
FDR35,12.5,0,0.021,0,197.2742,9,23,1,0,1,3782.4098,0.0,1.0,0.0
FDW32,18.35,1,0.158,0,87.5882,0,24,2,2,0,171.7764,0.0,0.0,1.0
FDY34,12.86,1,0.011,1,167.0842,5,37,1,2,3,6465.5838,0.0,1.0,0.0
FDQ44,20.5,0,0.036,0,120.1756,1,35,0,2,1,2059.9852,1.0,0.0,0.0
DRD24,13.85,0,0.031,2,143.1154,9,23,1,0,1,2552.6772,0.0,1.0,0.0
DRE12,4.59,0,0.066,2,111.186,7,20,2,1,1,1245.046,0.0,0.0,1.0
NCX29,10.0,0,0.089,2,147.1102,1,35,0,2,1,2916.204,1.0,0.0,0.0
FDS07,12.35,0,0.1,0,113.6518,3,13,1,2,2,1593.9252,0.0,1.0,0.0
FDI27,12.86,1,0.046,0,43.8744,5,37,1,2,3,1222.4088,0.0,1.0,0.0
FDL02,20.0,1,0.104,1,107.4622,1,35,0,2,1,1587.933,1.0,0.0,0.0
FDN58,13.8,1,0.057,1,232.6984,3,13,1,2,2,1390.1904,0.0,1.0,0.0
DRK12,9.5,0,0.042,2,33.39,7,20,2,1,1,732.38,0.0,0.0,1.0
FDC60,5.42,1,0.114,0,88.3514,8,25,2,0,1,2833.6448,0.0,0.0,1.0
FDV45,16.75,0,0.045,1,187.9556,9,23,1,0,1,2440.8228,0.0,1.0,0.0
FDB23,19.2,1,0.066,0,223.8062,7,20,2,1,1,5642.655,0.0,0.0,1.0
NCA29,10.5,0,0.027,0,171.3106,8,25,2,0,1,3593.3226,0.0,0.0,1.0
FDO20,12.85,1,0.153,0,252.0382,3,13,1,2,2,4037.4112,0.0,1.0,0.0
NCH55,12.86,0,0.061,0,127.502,4,37,2,0,0,379.506,0.0,0.0,1.0
FDO32,6.36,0,0.121,0,45.706,7,20,2,1,1,838.908,0.0,0.0,1.0
FDS59,12.86,1,0.077,0,111.857,4,37,2,0,0,109.857,0.0,0.0,1.0
FDR59,14.5,1,0.064,0,263.2594,1,35,0,2,1,2878.2534,1.0,0.0,0.0
FDS55,7.02,0,0.081,0,150.0734,7,20,2,1,1,4454.202,0.0,0.0,1.0
FDT21,7.42,0,0.02,1,247.1092,6,18,2,1,1,4233.1564,0.0,0.0,1.0
NCR38,17.25,0,0.114,0,253.5724,8,25,2,0,1,5033.448,0.0,0.0,1.0
FDJ22,18.75,0,0.053,1,190.6504,7,20,2,1,1,1342.2528,0.0,0.0,1.0
FDB57,20.25,1,0.019,0,220.5772,2,15,2,1,1,2446.1492,0.0,0.0,1.0
FDR52,12.65,1,0.076,1,192.3846,1,35,0,2,1,1910.846,1.0,0.0,0.0
NCO41,12.5,0,0.019,2,96.7384,8,25,2,0,1,2167.8448,0.0,0.0,1.0
FDG47,12.8,0,0.117,0,261.4252,0,24,2,2,0,262.3252,0.0,0.0,1.0
FDB44,6.66,0,0.066,0,212.4586,2,15,2,1,1,2743.7618,0.0,0.0,1.0
FDY14,10.3,0,0.07,0,263.0226,8,25,2,0,1,4229.1616,0.0,0.0,1.0
NCN55,14.6,0,0.06,2,239.2538,2,15,2,1,1,3605.307,0.0,0.0,1.0
FDV48,9.2,1,0.052,0,77.4644,3,13,1,2,2,1414.1592,0.0,1.0,0.0
FDA21,13.65,0,0.036,1,185.2924,6,18,2,1,1,3146.5708,0.0,0.0,1.0
FDZ27,7.93,0,0.017,0,51.235,9,23,1,0,1,848.895,0.0,1.0,0.0
FDW58,20.75,0,0.008,1,104.1622,1,35,0,2,1,1693.7952,1.0,0.0,0.0
FDH45,15.1,1,0.106,0,41.6796,9,23,1,0,1,784.3124,0.0,1.0,0.0
FDH38,12.86,0,0.018,1,115.2808,4,37,2,0,0,117.1808,0.0,0.0,1.0
FDL43,10.1,0,0.027,0,76.367,8,25,2,0,1,765.67,0.0,0.0,1.0
FDD38,12.86,1,0.066,1,100.3674,5,37,1,2,3,1833.6132,0.0,1.0,0.0
FDV02,16.75,0,0.061,0,173.0106,9,23,1,0,1,3593.3226,0.0,1.0,0.0
NCF31,9.13,0,0.052,0,152.8024,8,25,2,0,1,1214.4192,0.0,0.0,1.0
NCN05,8.23,0,0.015,2,182.195,3,13,1,2,2,2380.235,0.0,1.0,0.0
FDZ16,16.85,1,0.16,1,194.1478,1,35,0,2,1,5812.434,1.0,0.0,0.0
NCT18,12.86,0,0.059,0,181.5976,5,37,1,2,3,4165.2448,0.0,1.0,0.0
NCP50,17.35,0,0.021,2,79.4618,6,18,2,1,1,1772.3596,0.0,0.0,1.0
FDW13,12.86,0,0.171,1,50.5324,4,37,2,0,0,207.7296,0.0,0.0,1.0
NCS53,14.5,0,0.09,2,159.9604,2,15,2,1,1,2218.4456,0.0,0.0,1.0
DRG03,14.5,0,0.062,0,153.0998,8,25,2,0,1,4921.5936,0.0,0.0,1.0
DRE60,9.39,0,0.16,2,227.872,2,15,2,1,1,1584.604,0.0,0.0,1.0
FDK21,7.91,0,0.01,1,248.3408,7,20,2,1,1,751.0224,0.0,0.0,1.0
FDF52,12.86,0,0.117,1,183.3292,4,37,2,0,0,364.8584,0.0,0.0,1.0
NCN43,12.86,0,0.012,2,121.373,4,37,2,0,0,246.346,0.0,0.0,1.0
FDW13,8.5,0,0.098,1,52.5324,8,25,2,0,1,1194.4452,0.0,0.0,1.0
FDW14,8.3,1,0.038,0,87.7198,6,18,2,1,1,1831.6158,0.0,0.0,1.0
FDG24,7.97,0,0.015,0,84.525,8,25,2,0,1,416.125,0.0,0.0,1.0
FDR19,13.5,1,0.16,0,145.4102,7,20,2,1,1,3499.4448,0.0,0.0,1.0
NCG06,12.86,0,0.029,0,256.1646,5,37,1,2,3,5926.2858,0.0,1.0,0.0
FDK10,5.79,1,0.04,1,181.366,6,18,2,1,1,1977.426,0.0,0.0,1.0
DRK12,9.5,0,0.042,2,32.09,2,15,2,1,1,432.77,0.0,0.0,1.0
FDY55,16.75,0,0.081,0,258.0988,7,20,2,1,1,6501.8699,0.0,0.0,1.0
FDV04,12.86,1,0.149,1,158.4288,5,37,1,2,3,2985.4472,0.0,1.0,0.0
FDE23,17.6,1,0.066,0,46.006,8,25,2,0,1,326.242,0.0,0.0,1.0
FDI08,18.2,1,0.067,0,250.2092,3,13,1,2,2,2988.1104,0.0,1.0,0.0
DRA12,11.6,0,0.069,2,143.0154,0,24,2,2,0,283.6308,0.0,0.0,1.0
FDF22,6.87,0,0.057,1,212.0218,3,13,1,2,2,2350.9398,0.0,1.0,0.0
FDQ57,7.28,0,0.028,1,145.976,9,23,1,0,1,3515.424,0.0,1.0,0.0
FDP07,18.2,0,0.09,0,197.511,8,25,2,0,1,392.822,0.0,0.0,1.0
DRE37,13.5,0,0.066,2,189.1872,6,18,2,1,1,1890.872,0.0,0.0,1.0
DRF25,9.0,0,0.039,2,36.119,1,35,0,2,1,1098.57,1.0,0.0,0.0
DRF03,19.1,0,0.045,0,38.8138,1,35,0,2,1,731.0484,1.0,0.0,0.0
FDN51,17.85,1,0.021,0,260.2936,6,18,2,1,1,4175.8976,0.0,0.0,1.0
FDD21,10.3,1,0.031,0,114.2176,3,13,1,2,2,2175.8344,0.0,1.0,0.0
NCY42,6.38,0,0.015,0,145.147,8,25,2,0,1,3006.087,0.0,0.0,1.0
FDH28,12.86,1,0.066,1,37.0506,5,37,1,2,3,986.7156,0.0,1.0,0.0
NCZ29,15.0,0,0.119,2,126.3362,0,24,2,2,0,503.3448,0.0,0.0,1.0
FDN60,15.1,0,0.095,0,159.2604,8,25,2,0,1,2852.2872,0.0,0.0,1.0
NCW06,16.2,0,0.051,0,191.6162,3,13,1,2,2,1731.7458,0.0,1.0,0.0
NCS30,5.95,0,0.093,0,129.3652,3,13,1,2,2,4391.6168,0.0,1.0,0.0
FDW26,11.8,1,0.179,0,224.2772,0,24,2,2,0,667.1316,0.0,0.0,1.0
FDQ01,19.7,1,0.161,1,256.1014,9,23,1,0,1,3060.0168,0.0,1.0,0.0
FDH27,12.86,0,0.102,0,145.0128,4,37,2,0,0,143.8128,0.0,0.0,1.0
NCX41,19.0,0,0.018,2,211.9244,3,13,1,2,2,2117.244,0.0,1.0,0.0
FDH58,12.3,0,0.037,1,115.9834,9,23,1,0,1,2073.3012,0.0,1.0,0.0
DRB25,12.3,0,0.116,2,107.0938,0,24,2,2,0,214.3876,0.0,0.0,1.0
FDG45,8.1,0,0.128,0,210.4902,7,20,2,1,1,5309.755,0.0,0.0,1.0
FDP11,15.85,0,0.069,0,216.6166,8,25,2,0,1,4136.6154,0.0,0.0,1.0
FDV19,14.85,1,0.035,0,161.2578,8,25,2,0,1,4171.9028,0.0,0.0,1.0
FDT32,19.0,1,0.066,0,186.5214,8,25,2,0,1,2261.0568,0.0,0.0,1.0
NCU53,5.49,0,0.043,2,166.2842,6,18,2,1,1,1989.4104,0.0,0.0,1.0
NCA30,19.0,0,0.129,0,188.8872,6,18,2,1,1,3592.6568,0.0,0.0,1.0
FDH20,16.1,1,0.066,0,98.441,2,15,2,1,1,868.869,0.0,0.0,1.0
DRD25,6.13,0,0.066,2,114.286,8,25,2,0,1,2376.906,0.0,0.0,1.0
FDK25,11.6,1,0.157,0,168.0474,6,18,2,1,1,4379.6324,0.0,0.0,1.0
FDF02,16.2,0,0.104,1,101.399,9,23,1,0,1,1031.99,0.0,1.0,0.0
FDC04,15.6,0,0.045,0,242.3854,9,23,1,0,1,2416.854,0.0,1.0,0.0
FDH21,10.39,0,0.031,0,159.4604,1,35,0,2,1,316.9208,1.0,0.0,0.0
DRG03,14.5,0,0.062,0,154.2998,3,13,1,2,2,1691.7978,0.0,1.0,0.0
